115.07407407407408,163.27777777777777,23.444444444444457,12.814814814814824,3,5
148.74074074074073,213.72222222222223,20.111111111111114,10.518518518518533,4,6
163.4074074074074,203.88888888888886,18.44444444444443,10.81481481481481,5,6
177.37037037037035,206.44444444444443,17.555555555555543,9.703703703703695,5,6
161.55555555555554,233.83333333333331,29.444444444444457,17.925925925925924,5,7
189.85185185185185,236.33333333333331,27.77777777777777,18.81481481481481,5,7
195.25925925925924,221.38888888888886,24.333333333333343,14.81481481481481,6,6
211.66666666666666,217.55555555555554,26.0,14.0,6,6
223.37037037037035,206.22222222222223,23.111111111111114,12.222222222222229,6,6
229.037037037037,216.72222222222223,24.333333333333343,14.518518518518505,7,6
233.037037037037,200.44444444444446,16.666666666666657,8.296296296296276,7,6
251.14814814814815,203.22222222222223,16.2222222222222,9.703703703703724,7,6
251.55555555555554,231.05555555555554,29.888888888888914,17.925925925925895,7,7
260.8148148148148,218.66666666666666,28.22222222222223,14.222222222222229,8,6
270.96296296296293,213.72222222222223,22.55555555555557,15.111111111111086,8,6
265.96296296296293,200.05555555555554,15.888888888888886,10.296296296296305,8,6
288.0,213.27777777777777,24.333333333333343,14.518518518518533,9,6
284.9259259259259,203.27777777777777,17.888888888888886,9.40740740740739,8,6
318.62962962962956,149.6111111111111,29.44444444444443,19.925925925925924,9,4
339.2962962962963,222.72222222222223,35.44444444444443,20.814814814814838,10,6
362.55555555555554,221.83333333333331,27.0,19.925925925925924,11,6
309.66666666666663,227.0,27.7777777777778,16.814814814814838,9,7
